sentenca,ambiente,bebida,comida,geral,localização,outros,preço,serviço
ótimo restaurante cardápio repleto de comidas gostosas e com sabores divinos,0,0,1,1,0,0,0,0
um lugar super aconchegante com excelentes atendentes e comidas,1,0,1,0,0,0,0,1
atendimento nota 10 preço justo e cerveja geladissima,0,1,0,0,0,0,1,1
talvez irei uma próxima vez para ver se a experiência é melhor,0,0,0,1,0,0,0,0
carne suculenta e saborosa,0,0,1,0,0,0,0,0
carta de vinhos ótima também,0,1,0,0,0,0,0,0
restaurante temático atendimento diferenciado comida nordestina maravilhosa sucos deliciosos música diversificada,1,1,1,1,0,0,0,1
un do melhores lugares pra se comer em manaus,0,0,0,1,0,0,0,0
restaurante top,0,0,0,1,0,0,0,0
lugar bonito pratos e bebidas excelentes o principal problema seria a filum imensa para se conseguir uma mesa,1,0,1,0,0,0,0,0
excelente restaurante provavelmente o melhor de manaus,0,0,0,1,0,0,0,0
comida excelente atendimento de alto padrão agradecimento especial ao michel que no atendeu muito bem,0,0,1,0,0,0,0,1
bares badalados na mesma rua perdem em atendimento,0,0,0,1,0,0,0,1
o restaurante fez um ótimo atendimento a recepcionista sempre dispostas a auxiliar comida excelente com atendimento rápido e prático o garçom senna sempre disposto a atender de forma prática e rápida e atencioso,0,0,1,0,0,0,0,1
melhor restaurante com a minha esposa linda,0,0,0,1,0,0,0,0
um do bares mais agitados de manaus vale a pena passar a noite no karaoke com amigo pra cantar e se divertir,1,0,0,0,0,0,0,0
a dica o banzeiros dá de dez no alentejo em sabor em serviço e o custo benefício é infinitamente melhor,0,0,1,0,0,0,1,1
foi muitooo top,0,0,0,0,0,1,0,0
para o amantes da carne é uma excelente opção,0,0,1,0,0,0,0,0
o banzeiro é um bom restaurante para se degustar a legítima comida manauara e que faz parte da associação do pratos da boa lembrança,0,0,1,0,0,0,0,0
o ponto forte é a variedade de pratos incrível,0,0,1,0,0,0,0,0
muito interessante a decoração do ambiente se não me engano é uma rede e tem uma 3 cachaçarias a que fui fica no shopping manauara comida típicas gourmet ótimas encontrei no menu até o famoso joelho de porco alemão muito bom tb como o lugar mais,1,0,1,1,0,0,0,0
com pratos variados de frutos do mar e tem uma área kid muito boa para deixar a crianças,1,0,1,0,0,0,0,0
com atendimento top,0,0,0,0,0,0,0,1
um local familiar,0,0,0,1,0,0,0,0
surpreendente restaurante na capital amazonense,0,0,0,1,0,0,0,0
atendimento excelente pelo afonso atencioso comida deliciosa ambiente agradável música ao vivo espetacular,1,0,1,0,0,0,0,1
outro ponto negativo é não pode escolher o ponto da carne bem como o garçons são muito apressados na retirada do pratos além disso a bebidas são caras,0,0,0,0,0,0,1,1
amei atendimento e cordialidade excelente cerveja estupidamente gelada música boa e agradável à todos o gostos excelente sensacional,1,1,0,0,0,0,0,1
lugar aconchegante e comida excelente,0,0,1,1,0,0,0,0
melhor restaurante e churrascaria que já visitei,0,0,0,1,0,0,0,0
não recomendo para ninguém ma se quiser passar raiva e ficar chateado é um ótimo lugar para isto,0,0,0,1,0,0,0,0
e estou sem palavras pra dizer o quão gostoso é a picanha no bafo deste restaurante,0,0,1,0,0,0,0,0
variedade em bebidas e petiscos e pratos quentes e frios o ambiente é ótimo a parte ruim fica por conta do banheiros apertados e não tão bem cheirosos e o preço um pouco elevado,1,1,1,0,0,0,1,0
lugar muito bom,0,0,0,1,0,0,0,0
comida muito boa,0,0,1,0,0,0,0,0
péssima experiência buffet pobre carnes dura poucas guarnições não recomendo além disso preço caro pelo custo x benefício,0,0,1,1,0,0,1,0
ambiente super agradável atendimento simpático e simple carnes de excelente paladar custo benefício atrativos,1,0,1,0,0,0,1,1
o único ponto negativo justificado pela escala do funcionários é que se perdiam com facilidade o pedidos demoram um pouco ma compensam na qualidade apresentada preço justo de r 65 0 faz valer o investimento,0,0,1,0,0,0,1,1
preço justo e comida excelente vale cada centavo,0,0,1,0,0,0,1,0
e cada um que for terá a sua própria experiência se vale retorno ou não ao restaurante eu gostei muito se puder voltarei,0,0,0,1,0,0,0,0
local agradável boa musica e comida excelente,1,0,1,1,0,0,0,0
pizza de ótima atendende excelente rosalinda,0,0,1,0,0,0,0,1
ambiente agradável musica muito boa destacando o atendimento excelente do garçom afonso ele fez a diferença nessa experiência ótima postura e sempre cortez e educado melhor atendimento que já tivemos com certeza voltaremos,1,0,0,0,0,0,0,1
excelente lugar pra escutar música boa e beber drink baratos,1,0,0,0,0,0,1,0
indico para todos que queiram conhecer seja na companhia de familiares amigo namorado ou até mesmo sozinho,0,0,0,1,0,0,0,0
local muito aconchegante atendimento excelente,1,0,0,0,0,0,0,1
carnes muito saborosas porém pouca variedade,0,0,1,0,0,0,0,0
ótimo custo x benefício,0,0,0,0,0,0,1,0
restaurante português de excelente qualidade e preço caro,0,0,0,1,0,0,1,0
no assunto comida boa eu encontrei o lugar perfeito,0,0,1,0,0,0,0,0
no mais excelente restaurante,0,0,0,1,0,0,0,0
ambiente bom e familiar bem aconchegante a comida sempre bem feita o atendimento maravilhoso especificamente do josé gregório um ser humano incrível voltaremos sempre,1,0,1,0,0,0,1,1
infelizmente nosso coco bambu já foi melhor,0,0,0,1,0,0,0,0
excelente churrasco de primeira qualidade buffet sortido cerveja extremamente gelada ambiente agradável ideal para confraternização negócios ou para reunir a turma de amigo recomendo,1,1,1,0,0,0,0,0
vinho branco alantejano perfeito,0,1,0,0,0,0,0,0
a melhor pizzaria de manaus,0,0,0,1,0,0,0,0
um ótimo ambiente vale apena,1,0,0,1,0,0,0,0
adoro esse lugar um restaurante charmoso e aconchegante familiar e jovial atendimento de qualidade e o pratos maravilhosos,0,0,1,1,0,0,0,1
melhor carne de sol de manaus,0,0,1,0,0,0,0,0
o ambiente melhor ainda,1,0,0,0,0,0,0,0
local ideal para reunir amigo confraternizações levar a família e saborear da deliciosas carnes,0,0,1,1,0,0,0,0
restaurante super acolhedor ótimo ambiente comidas sensacionais só agradecer ao sr jorge e o senna que no atenderam super bem prestativos atenciosos e muito profissionais principalmente com a minha mãe que era aniversariante da noite deixo aqui meu muito obrigada,1,0,1,1,0,0,0,1
excelente restaurante,0,0,0,1,0,0,0,0
uma da melhores pizza de manaus há alguns ano,0,0,1,0,0,0,0,0
excelentes profissionais,0,0,0,0,0,0,0,1
excelente local para se divertir com amigo uma boa música lugar simple e aconchegante pela história no carnaval então sem comentários,1,0,0,1,0,0,0,0
carnes deliciosas e a saladas são maravilhosas música boa e atendimento excelente,1,0,1,0,0,0,0,1
local com ótima localização atendimento bom preço justo e cardápio excepcional recomendo a costela de tambaqui empanada na farinha do uarini local que levo amigo para conhecer a iguarias amazônicas mais,0,0,1,0,1,0,1,1
excelente melhor comida regional com requinte,0,0,1,0,0,0,0,0
a única ressalva é qto a estacionamento que possui apenas 2 vagas na frente e a rua quase sempre cheia de veiculos estacionados destaque para a parede viva na frente da loja mais,0,0,0,0,1,0,0,0
excelente atendimento e preço justo,0,0,0,0,0,0,1,1
preço alto,0,0,0,0,0,0,1,0
o preço tá alto a qualidade e quantidade da porções estão deprimentes a carne vem com meio quilo de gordura derramando óleo e ignoram o ponto que o cliente pede foi triste essa última experiência,0,0,1,1,0,0,1,0
um excelente lugar para se conhecer peixe o atendimento excelente muito maravilhoso,0,0,1,0,0,0,0,1
parabéns excelente lugar ambiente familiar,1,0,0,1,0,0,0,0
ótimo lugar para quem quer sair da rotina com ambiente agradável e pessoas bonitas,1,0,0,1,0,0,0,0
ambiente aconchegante,1,0,0,0,0,0,0,0
ótima churrascaria com uma variedade muito grande de pratos,0,0,1,1,0,0,0,0
recepção atenciosa e ambiente aconchegante,1,0,0,0,0,0,0,1
excelente atendimento,0,0,0,0,0,0,0,1
ambiente excelente picanha top atendimento muito bom pessoal atencioso e cordial bom para ir com a familia ou sozinho tambem fornece servico de transfer de cliente,1,0,1,0,0,0,0,1
é um bom restaurante,0,0,0,1,0,0,0,0
deveria ser regional com preços acessíveis,0,0,0,0,0,0,1,0
restaurante agradável serviço bom atencioso,0,0,0,1,0,0,0,1
comida deliciosa atendimento muito bom e preço razoavelmente justo,0,0,1,0,0,0,1,1
ótimo atendimento requinte boa música ambiente romântico familiar e para uma boa reunião entre amigo e negócios,1,0,0,0,0,0,0,1
um lugar perfeito se pra se reunir em grupo,0,0,0,1,0,0,0,0
ambiente aconchegante e agradável ideal para pequenos grupos,1,0,0,0,0,0,0,0
local claro e com música ambiente,1,0,0,0,0,0,0,0
lugar agradável ótimo atendimento cardápios deliciosos,1,0,1,0,0,0,0,1
restaurante maravilhoso do atendimento do funcionários todos solícitos e educados ambiente lindíssimo e confortável comida gostosa demais lado ruim do estabelecimento são o preços um verdadeiro assalto a mãos armada uma tigela de arroz pequena uma porção de brócolis refogado e três pedaços pequenos de bacalhau por 370 reais portanto quem não quer gastar muito não índico,1,0,1,1,0,0,0,1
boa comida e é uma ótima opção para quem gosta de uma boa carne melhor picanha da cidade,0,0,1,0,0,0,0,0
comida maravilhosa o preço que é um pouco caro dependendo do que for comer,0,0,1,0,0,0,1,0
péssima experiência buffet pobre carnes dura poucas guarnições não recomendo além disso preço caro pelo custo x benefício,0,0,1,1,0,0,1,0
o chopp local é muito bom o restaurante fica no primeiro piso com janelas enormes que têm vista para o teatro amazona,1,1,0,0,0,0,0,0
a isca vem numa tapioca típica da região norte ma o garçom não explica que essa tapioca é super dura horrível de comer parece que vai quebrar o dente,0,0,1,0,0,0,0,0
aqui tem a melhor picanha e a melhores carnes nobres de manaus,0,0,1,0,0,0,0,0
fico extremamente feliz por perceber a evolução do serviços na minha cidade agora,0,0,0,1,0,0,0,0
restaurante espetacular que mescla a culinária regional com a arte do melhores chef do país localizado em um belíssimo prédio histórico com vista privilegiada para o teatro amazona,1,0,1,1,0,0,0,1
carne de sol super saborosa e com acompanhamento delicioso preço acessível e ambiente agradável,1,0,1,0,0,0,1,0
tem estacionamento próprio,0,0,0,0,1,0,0,0
chop bem gelado petisco nota mil,0,1,1,0,0,0,0,0
culinária amazônica de primeira qualidade com preço moderado,0,0,1,0,0,0,1,0
ambiente agradável e música boa,1,0,0,0,0,0,0,0
é um restaurante premiado com preços justos pela qualidade,0,0,0,1,0,0,1,0
tudo limpo feito na hora e bom preço,1,0,1,0,0,0,1,0
excelente atendimento da garçonetes venezuelanas excelente atendimento do churrasqueiros delicioso pão de alho ótima variedade e sabor da comidas do self service só houve doi detalhes negativos 1 a ilha da saladas frias estava descoberta e havia moscas sobrevoando e pousando na verduras e legume,0,0,1,0,0,0,0,1
restaurante rústico e o prato que degustamos foi simplesmente sensacional,0,0,1,1,0,0,0,0
poi aqui encontramos bom atendimento espaço amplo e agradável com lugar para a crianças se divertirem estacionamento e o principal comida boa aliás excelente e preço bom,1,0,1,0,1,0,1,1
atendimento excelente pelo rodrigo uchôa comida tooooppp tudo uma delícia com certeza voltarei,0,0,1,0,0,0,0,1
excelente atendimento ambiente maravilhoso e comida sensacional,1,0,1,0,0,0,0,1
ambiente muito bom bom atendimento visual do rio tarumã é lindo no final de tarde pranchas de aluguel de sup boa gastronomia agora no verão é perfeito,1,0,1,0,0,0,0,1
achei bem agradável ma tem pouca variedade de comida e se você quer conversar e comer não é um bom lugar poi vai muita gente e como o lugar é fechado você ouve a voz de todo mundo,1,0,1,1,0,0,0,0
tem chopes e cervejas internacionais,0,1,0,0,0,0,0,0
lilasigridmacena olhaaaaa manaaa de repente essa seria a melhor opção,0,0,0,1,0,0,0,0
lugar maravilhoso e o pastéis deliciosos,0,0,1,1,0,0,0,0
um do melhores carrés que já comi tem um arroz a parmegiana divino uma excelete carta de vinhos e o melhor diversão garantida para crianças,1,1,1,0,0,0,0,0
local bem aconchegante e funcionários relativamente atenciosos apenas poderiam ser um pouco mais proativos procurar o clientes não esperar que eles o procurem ma depois q vc conquista o coração deles o atendimento é ótimo,1,0,0,0,0,0,0,1
local agradável e com pessoal super atencioso,0,0,0,1,0,0,0,1
tinha ido a primeira vez há 3anos o local estava em melhor condições e atendimento hj ao voltar lá achamos meio bagunçado e o atendente faltando um pouco mais de educação não que ele tenha sido mal educado ma faltando melhor atendimento,0,0,0,0,0,0,0,1
a otima impressão ja começou quando cheguei apos a 23hrs o local fica aberto até a 23h ma devido uma forte chuva a cidade parou nesse dia transito ruim alagamentos etc e eles entenderam isso tanto que a recepção ante de dizer um não devido a hora tratou de checar com a cozinha se poderiam ainda servir,0,0,0,1,0,0,0,1
super indico sem medo de ser feliz,0,0,0,1,0,0,0,0
a carta de vinhos é uma enganação nunca tem o que você escolhe só o mais caro,0,1,0,0,0,0,0,0
é muito gostosa a comida um ambiente bem familiar agradável,1,0,1,0,0,0,0,0
recomendável,0,0,0,1,0,0,0,0
a mesa são entalhadas com alguns do peixes amazônicos deixando a decoração super temática,1,0,0,0,0,0,0,0
açaí delicioso atendimento muito bom,0,0,1,0,0,0,0,1
ambiente agradável e muito confortável,1,0,0,0,0,0,0,0
obrigado excelente ambiente,1,0,0,0,0,0,0,0
boa comida,0,0,1,0,0,0,0,0
ambiente aconchegante e bem limpo culinária muito boa,1,0,1,0,0,0,0,0
experiência maravilhosa,0,0,0,1,0,0,0,0
lugar excelente,0,0,0,1,0,0,0,0
comida regional de qualidade extremamente saborosa ambiente agradável e um bom atendimento,1,0,1,0,0,0,0,1
apesar de ter dia cheios o restaurante tem um atendimento deplorável o clientem tem que implorar para serem atendidos e são tratados mal,0,0,0,0,0,0,0,1
tudo de excelente qualidade,0,0,1,0,0,0,0,0
localizado em um ótimo shopping em manaus,0,0,0,0,1,0,0,0
pedi uma picanha nobre angus e esperava muito mais pelo valor cobrado,0,0,1,0,0,0,1,0
bom serviço boa comida e bom atendimento,0,0,1,0,0,0,0,1
ótimo ambiente excelente comida e atendimento vip recomendo a todos,1,0,1,0,0,0,0,1
bom prato muito bom melhor picanha de manaus,0,0,1,0,0,0,0,0
excelente atendimento preço justo rodízio variado de pizza entre outras delícias e estacionamento próprio,0,0,1,0,1,0,1,1
má atendimento bebidas quentes e não inclusas,0,1,0,0,0,0,0,1
atendimento ótimo,0,0,0,0,0,0,0,1
melhor restaurante de carnes de manaus,0,0,0,1,0,0,0,0
restaurante 5 estrelas um do melhores de manaus onde você se sente em casa almoçando ou jantando saboreando um bom vinho nacional ou importados bem como o deliciosos licores,0,1,0,1,0,0,0,0
ótimo local para tomar uma cerveja gelada e passar o tempo com amigo,0,1,0,1,0,0,0,0
confortável preço bom,1,0,0,0,0,0,1,0
ambiente agradável e atendimento nota dez,1,0,0,0,0,0,0,1
sou gaúcha e aprecio uma boa carne e lá realmente tem um bom churrasco,0,0,1,0,0,0,0,0
fomos atendidos pelo diogo excelente profissional muito atencioso e cheio de mimos para no clientes,0,0,0,0,0,0,0,1
o mercato 101 tem área interna e externa,1,0,0,0,0,0,0,0
lugar muito bom um espaço significativo,1,0,0,1,0,0,0,0
é um bom restaurante ma geralmente domingo o atendimento não é bom,0,0,0,1,0,0,0,1
muito bom essa churrascaria no também badalado vieiralves atendimento excelente ambiente muito agradável vista panorâmica e uma variedade de carnes e opções de outras cozinhas japonesa também carta de vinho simple não muito longa porém com alguns bons rótulos,1,1,1,0,0,0,0,1
restaurante típico da culinária portuguesa mantém um cardápio permanente sem muitas alterações passou por modificação estrutural que oferece mais conforto aos clientes,1,0,1,1,0,0,0,0
adorei a comida do divino fogao é tudo muito bem feito e lindo com um profissionalismo sem igual muito bom,0,0,1,0,0,0,0,1
ambiente bem climatizado espaço kid amplo com monitora atendimento rápido todos são muito cordiais destaque para eduardo muito atencioso e davi super engraçado,1,0,0,0,0,0,0,1
vale apenas conhecer pelo valor histórico do lugar,0,0,0,1,0,0,0,0
comida boa com preço justo,0,0,1,0,0,0,1,0
muito boa localização de frente pra natureza e a comida também é muito boa,0,0,1,0,1,0,0,0
pedi em um dia pirarucu ao molho shimeji com arroz negro e purê de mandioquinha,0,0,1,0,0,0,0,0
excelente lugar ambiente familiar e música agradável,1,0,0,1,0,0,0,0
chopp geladinho muitooo bom,0,1,0,0,0,0,0,0
adorei buena atenção comida és una delícia,0,0,0,0,0,1,0,0
excelente comida muito camarão sobremesa sensacional ambiente agradável e o atendimento é de primeira com o sr senna,1,0,1,0,0,0,0,1
atendimento bom e preço um pouco alto ma ainda assim pode se considerar justo poi é bem servido,0,0,1,0,0,0,1,1
lugar super aconchegante a comida maravilhosa o atendentes têm uma energia muito boa como a nathasha por exemplo que está sempre sorrindo pro clientes e no faz sentir bem assim também a recepcionista nathalia que no recebe com todo carisma excelente,1,0,1,0,0,0,0,1
pratos de peixes muito bem temperados e saborosos com receitas típicas da região,0,0,1,0,0,0,0,0
comida de excelente qualidade a preço justo,0,0,1,0,0,0,1,0
preço ótimo e bom sabor,0,0,1,0,0,0,1,0
ótimo custo benefício,0,0,0,0,0,0,1,0
café da manhã ótimo ma o jantar não gostei tanto o pratos de carne são bem pequenos para o valor,0,0,1,0,0,0,1,0
restaurante aconchegante música ao vivo excelente atendimento e qualquer prato e feito com muito capricho e muito sabor,1,0,1,1,0,0,0,1
recomendo no dia menos movimentados,0,0,0,0,0,1,0,0
a melhor e mais completa churrascaria de manaus moderna que trabalha com todos o cortes carnes de qualidades e de origem comprovada,0,0,1,1,0,0,0,0
sempre é uma excelente opção pratos muito bem preparados que fogem do básico e dão uma experiência gastronômica excelente,0,1,0,0,0,0,0,0
excelente opção de café do fim de tarde,0,0,1,0,0,0,0,0
ambiente agradável cardápio variado e excelentes profissionais de apoio,1,0,1,0,0,0,0,1
no mais fomos em um grupo grande para fazer aniversário é foi ótimo,0,0,0,1,0,0,0,0
massa leve e de sabor delicioso,0,0,1,0,0,0,0,0
sempre que tenho tempo tom meu café regional,0,1,0,0,0,0,0,0
foi muito bom ambiente muito agradável,1,0,0,0,0,0,0,0
aliado a isso tem a demora a má vontade do garçons e o últimos casos relatados no face mais,0,0,0,0,0,0,0,1
foi uma experiência horrível eu não recomendo,0,0,0,1,0,0,0,0
local possui estacionamento amplo e ainda conta com brinquedoteca a um custo de r 10 00,0,0,0,0,1,0,0,0
excelente local para comer peixes variados com custo beneficio acessível com muitas opções regionais destaco aqui costela de tambaqui ao qual achei excelente já fui algumas vezes e sempre peço mesmo prato pela sua qualidade outros peixes regionais também se destacam como boa opção aproveito mais,0,0,1,1,0,0,1,0
custo benefício interessante poi deram uma melhorada boa,0,0,0,0,0,0,1,0
restaurante top atendimento realizado por rafael,0,0,0,1,0,0,0,1
o atendimento e muito bom e o local conta com mesa em seu interior e forum onde vc poderá desfrutar do contato com um jardim repleto de árvores e plantas nativas do amazona e sentir se em contato com a natureza rica da região,1,0,0,0,0,0,0,1
ótimo atendimento,0,0,0,0,0,0,0,1
altamente recomendado para um café da manhã regional excelente,0,0,1,0,0,0,0,0
muito boa ketherin,0,0,0,0,0,0,0,1
hambúrguer delicioso,0,0,1,0,0,0,0,0
ambiente agradabilíssimo pratos bem apresentados e principalmente bem sevidos,1,0,1,0,0,0,0,1
muito bom atendimento e comidas exelentes,0,0,1,0,0,0,0,1
ma vale a visita para conhecer,0,0,0,1,0,0,0,0
lugar muito bom,0,0,0,1,0,0,0,0
muito bom pra lazer,0,0,0,1,0,0,0,0
lugar bonito e agradável boa comida garçons atenciosos,1,0,1,0,0,0,0,1
um ótimo lugar preço justo,0,0,0,1,0,0,1,0
sempre lotado ma a gordelicias são muoto boa,1,0,0,0,0,0,0,0
atendimento excelente do rodrigo uchoa e comida como sempre deliciosa,0,0,1,0,0,0,0,1
um do melhores restaurantes de manaus,0,0,0,1,0,0,0,0
bom d para a família se divertir está sempre lotado ma vale a pena esperar comendo um bom salgado o atendentes são bem educados e orientam sobre como realizar uma boa competição,1,0,1,1,0,0,0,1
o ambiente é ótimo como o atendimento também ma a comida é bem comum vc pode comer algo mais gostoso por um valor bem menor,1,0,1,0,0,0,1,1
muito bom e ótimo local pra conversar,0,0,0,1,0,0,0,0
todos são muito atenciosos hoje em dia pra mim o matsuri é um do melhores japonês de manaus,0,0,0,1,0,0,0,1
lugar simple achei a porção um pouco cara para o tamanho,0,0,0,1,0,0,1,0
ótimo ambiente,1,0,0,0,0,0,0,0
super aconchegante e opções fantásticas,1,0,1,0,0,0,0,0
a paisagem é linda o ambiente acolhedor o restaurante é ótimo e a pessoas são muito agradáveis,1,0,0,1,0,0,0,0
se você está cansado de almoçar no outros restaurantes próximo da ufam merece ir almoçar preço justo e ótimo atendimento,0,0,0,0,0,0,1,1
possui um cardápio de pratos baseados na culinária amazonense possuindo grande diversidade de peixes no conteúdo,0,0,1,0,0,0,0,0
lugar super interessante bem ao lado do teatro amazona,0,0,0,1,1,0,0,0
local interessante para levar amigo e até crianças,0,0,0,1,0,0,0,0
ótima localização e atendimento porém a qualidade da pizza deixa a desejar além da massa fina o recheio é péssimo eles também oferecem salgados que são só a massa frita e oleosa sem recheio péssima experiência,0,0,1,0,1,0,0,1
obrigado coco bambu por no proporcionar uma noite maravilhosa tudo tava perfeito atendimento incrível do garçom joab leite muito atento em tudo sempre perguntado si estava tudo bem si preocupado mesmo,0,0,0,1,0,0,0,1
lugar agradável para apreciar um bom café,0,1,0,1,0,0,0,0
destaque para o drink com sabores locais,0,1,0,0,0,0,0,0
hambúrguer artesanal,0,0,1,0,0,0,0,0
bebidas sobremesas e porções extra de acompanhamentos tem valores normais de um restaurante,0,0,0,0,0,0,1,0
só tendo a experiência de saborear a melhores carnes em especial costela barbecue,0,0,1,0,0,0,0,0
comida saborosa suco natural delicioso recepção excelente tudo muito limpo e enfeitado atendentes prestativos e atenciosos,0,1,1,0,0,0,0,1
preço justo atendimento cordial comidas deliciosas,0,0,1,0,0,0,1,1
lugar bom e barato,0,0,0,1,0,0,1,0
atendimento excelente da lana comida ótima e um ambiente fenomenal,1,0,1,0,0,0,0,1
boa comida ambiente agradável porém tem dia que tem muita gente e o espaço fica cheio,1,0,1,0,0,0,0,0
a comida muito gostosa da primeira vez ma na segunda a carne tava mais seca,0,0,1,0,0,0,0,0
ótimo ambiente e grande variedade de opções de pratos,1,0,1,0,0,0,0,0
o banzeiro é um restaurante mais sofisticado com ar condicionado bom atendimento boa bebidas e um variado cardápio de comidas regionais,1,1,1,1,0,0,0,1
ambiente lindo atendimento impecável comida deliciosa,1,0,1,0,0,0,0,1
melhor churrascaria de manaus,0,0,0,1,0,0,0,0
o restaurante tem um espaço agradável uma vista muito bonita para o teatro amazona e um cardápio variado que procura modernizar alguns pratos mais,1,0,1,0,0,0,0,0
a área infantil,0,0,0,0,0,1,0,0
atendimento muito bom ambiente climatizado,1,0,0,0,0,0,0,1
parece legal,0,0,0,0,0,1,0,0
ambiente amplo e música muito agradável,1,0,0,0,0,0,0,0
não possui estacionamento próprio ma a ruas usadas para isso são seguras além de ficar em uma avenida de facil acesso av,0,0,0,0,1,0,0,0
ótimo lugar para tomar um ótimo café e reunir o amigo,0,1,0,1,0,0,0,0
o pastel de belém estava com a massa meia encruada não estava crocante o café carioca estava aguado,0,1,1,0,0,0,0,0
ambiente agradável espetacular excelente atendimento comida maravilhosa tradicional restaurante com comidas típicas,1,0,1,1,0,0,0,1
excelente atendimento é maravilhoso acompanhamento e ótimas sugestões para nosso momento entre irmãs,0,0,1,0,0,0,0,1
comida excelente atendimento de alto padrão agradecimento especial ao michel que no atendeu muito bem,0,0,1,0,0,0,0,1
experiência ótima comida de primeira atendimento vip,0,0,1,1,0,0,0,1
excelentemente bom,0,0,0,0,0,1,0,0
melhor banho,0,0,0,0,0,1,0,0
eu sou frequentador constante do abaré sup um lugar maravilhoso com uma comida divina,0,0,1,1,0,0,0,0
boa localização atendimento legal ambiente grande e ventilado sem ar condicionado,1,0,0,0,1,0,0,1
ma o petiscos são ótimos e a cerveja geladissima,0,1,1,0,0,0,0,0
pizza com valor altíssimo em relação a concorrência próxima,0,0,0,0,0,0,1,0
bom ambiente,1,0,0,0,0,0,0,0
no calçada alta vc chega 11h e eles ainda vão cozinhar tudo ou seja tempo de espera é no mínimo 40 minutos isso para o prato do dia imagina o outros pratos mais trabalhados,0,0,0,0,0,0,0,1
um lugar para apreciar um delicioso sanduíche amazônico,0,0,1,0,0,0,0,0
restaurante tranquilo super aconchegante bacalhau muito saboroso,1,0,1,1,0,0,0,0
ambiente pequeno aconchegante porém o mais caro de manaus,1,0,0,0,0,0,1,0
pizza e massas saborosas com preço acessível,0,0,1,0,0,0,1,0
ótimo atendimento pelo phelipe,0,0,0,0,0,0,0,1
é um ambiente familiar com boa música e em contato direto com a natureza amazônica,1,0,0,0,0,0,0,0
ótimo ambiente,1,0,0,0,0,0,0,0
ma no geral o ambiente e legal animado atendimento ótimo preço bom e bem localizado,1,0,0,0,1,0,1,1
boa opção pra comer peixe,0,0,1,0,0,0,0,0
melhor pizzaria de toda manaus sabores excelentes o que vc pede vc recebe,0,0,1,1,0,0,0,0
comida maravilhosa,0,0,1,0,0,0,0,0
um jantar clássico autêntica cozinha portuguesa com maravilhosa sensibilidade ao paladar brasileiro o cardápio é grande diversificado e com certeza atende a todos o gostos,0,0,1,0,0,0,0,0
custo x benefício compatível com o restaurante,0,0,0,0,0,0,1,0
era segunda feira por volta de 20 00 quando cheguei o ambiente é amplo porém a mesa ficam apertadas e para uma segunda havia bastante gente muito barulho no lugar então fiquei imaginando no final de semana,1,0,0,0,0,0,0,0
excelente pratos e preços atrativos,0,0,1,0,0,0,1,0
cardápio bastante variado custo benefício realmente compensa,0,0,1,0,0,0,1,0
mesmo não tendo feito reserva encaramos uma espera de 2 horas de maneira confortável e com atendentes sempre atenciosos,0,0,0,0,0,0,0,1
comida muito boa gostosa somente o preço é o ponto negativo outro ponto é o ambiente agradável ma vale a pena visitar,1,0,1,1,0,0,1,0
sair do trabalho na hora do almoço para comer neste local é impossível atendimento está altamente perdido não sabem quem atendem por primeiro não há estrutura para atender o salão cheio é impressionante como em manaus não se consegue manter um nível mínimo de atendimento,0,0,0,0,0,0,0,1
ótimo lugar mais,0,0,0,1,0,0,0,0
ambiente com pegada rock n roll comida gostosa hambúrguer artesanal ótimo atendimento,1,0,1,0,0,0,0,1
um excelente restaurante de alto nível um ótimo serviço e ótima comida considero cinco estrelas e talvez um do melhores de manaus para peixes,0,0,1,1,0,0,0,1
serviço impecável padrão no pratos ambiente agradável,1,0,1,0,0,0,0,1
a comida é boa preço bom e ambiente muito agradável,1,0,1,0,0,0,1,0
phelipe pessoa muito educada nota 10 pra ele,0,0,0,0,0,0,0,1
ótimo ambiente e atendimento uma da melhores churrascarias de manaus,1,0,0,1,0,0,0,1
cardápio excelente com releituras de pratos típicos regionais,0,0,1,0,0,0,0,0
pizza fininha uma delícia,0,0,1,0,0,0,0,0
excelente ambiente ma atendimento precisa melhorar ponto positivo para banheiros bem limpos e cheirosos e negativo pras recepcionistas que liberam a reservas filas de mais de 30min,1,0,0,1,0,0,0,1
excelente lugar sofisticado com um público excelente comida de primeira qualidade com espaço kid música de primeira possibilidade de um ambiente lounge bem descolado com dj tocando o que há de melhor preços dentro da realidade sinceramente a melhor opção de manaus,1,0,1,1,0,0,1,0
o ambiente oferece espaço especial para festas de confraternização além de brinquedoteca,1,0,0,0,0,0,0,0
casario antigo reformado,1,0,0,0,0,0,0,0
detalhe que não haviam mais de 5 mesa ocupadas então fico imaginando a bagunça que deve ser num dia movimentado e ainda tinha uma parte no restaurante no fundos que estava uma bagunça parecia um escritório desorganizado passou uma péssima impressão,0,0,0,1,0,0,0,0
ótimo atendimento carnes saborosíssimas ambiente agradável com brinquedoteca boa opção para o pais que tem filhos pequenos,1,0,1,0,0,0,0,1
oferece uma comida regional com uma qualidade muito boa e um requinte ele tem um preço justo e também bem localizado em uma area nobre de manaus,0,0,1,0,1,0,1,0
excelente atendimento preço justo e vale a pena provar a panelinha goiana,0,0,1,0,0,0,1,1
